Date,Day,Week,Quarter,Month,Year,Media Buyer,Vertical,Source,Revenue,Net Profit,Margin,Incoming,Connected,Converted,No Connect,ACL Sec
2025-05-05,Monday   ,19,2,May      ,2025,Northwind Media,MEDICARE ENGLISH,youtube,2749.92,50.36,0.018,146,130,71,16,945
2025-05-05,Monday   ,19,2,May      ,2025,Blue Harbor Digital,MEDICARE ENGLISH,search,337.14,69.66,0.207,22,19,10,3,520
2025-05-05,Monday   ,19,2,May      ,2025,Cedar Lane Ads,ACA ENGLISH,facebook,183.70,NULL,NULL,8,7,3,1,518
2025-05-05,Monday   ,19,2,May      ,2025,Copperfield Digital,MEDICARE ENGLISH,facebook,787.09,85.80,0.109,43,39,28,4,837
2025-05-05,Monday   ,19,2,May      ,2025,Bright Meridian,MEDICARE ENGLISH,facebook,2576.58,571.87,0.222,120,111,59,9,1062
2025-05-05,Monday   ,19,2,May      ,2025,Bright Meridian,AUTO INSURANCE ENGLISH,facebook,343.86,24.02,0.070,25,20,11,5,576
2025-05-05,Monday   ,19,2,May      ,2025,Sable Creek Media,MEDICARE ENGLISH,facebook,3256.93,322.09,0.099,233,194,117,39,592
2025-05-05,Monday   ,19,2,May      ,2025,Sable Creek Media,FINAL EXPENSE ENGLISH,facebook,687.74,114.08,0.166,32,27,16,5,988
2025-05-05,Monday   ,19,2,May      ,2025,Ironwood Digital,ACA ENGLISH,youtube,2254.75,494.52,0.219,104,95,52,9,734
2025-05-05,Monday   ,19,2,May      ,2025,Juniper Path,AUTO INSURANCE ENGLISH,search,382.21,25.26,0.066,30,27,17,3,852
2025-05-05,Monday   ,19,2,May      ,2025,Prairie Signal,MEDICARE ENGLISH,youtube,453.02,NULL,NULL,23,19,12,4,703
2025-05-05,Monday   ,19,2,May      ,2025,Prairie Signal,ACA ENGLISH,youtube,94.03,12.80,0.136,5,4,2,1,764
2025-05-05,Monday   ,19,2,May      ,2025,Foxglove Media,AUTO ENGLISH,search,176.69,51.85,0.293,10,9,4,1,568
2025-05-05,Monday   ,19,2,May      ,2025,Quarry Point,FINAL EXPENSE ENGLISH,NULL,944.26,89.72,0.095,58,48,32,10,886
2025-05-05,Monday   ,19,2,May      ,2025,Tidewater Reach,MEDICARE ENGLISH,facebook,846.22,202.56,0.239,49,46,25,3,516
2025-05-05,Monday   ,19,2,May      ,2025,Marigold Digital,MEDICARE ENGLISH,facebook,3492.69,NULL,NULL,250,206,127,44,1094
2025-05-05,Monday   ,19,2,May      ,2025,Slate Harbor Ads,ACA ENGLISH,NULL,827.73,NULL,NULL,57,53,24,4,1040
2025-05-05,Monday   ,19,2,May      ,2025,Slate Harbor Ads,MEDICARE ENGLISH,NULL,1771.52,276.80,0.156,85,77,39,8,984
2025-05-05,Monday   ,19,2,May      ,2025,Bellweather Media,MEDICARE ENGLISH,NULL,193.49,26.31,0.136,14,12,6,2,692
2025-05-05,Monday   ,19,2,May      ,2025,Bellweather Media,ACA ENGLISH,NULL,108.42,29.83,0.275,6,5,3,1,551
2025-05-05,Monday   ,19,2,May      ,2025,Cobalt Grove,MEDICARE ENGLISH,facebook,2367.94,251.40,0.106,179,169,95,10,737
2025-05-05,Monday   ,19,2,May      ,2025,Windrose Performance,AUTO ENGLISH,NULL,740.70,209.40,0.283,49,43,28,6,864
2025-05-05,Monday   ,19,2,May      ,2025,Windrose Performance,MEDICARE ENGLISH,NULL,1072.77,412.28,0.384,49,40,23,9,754
2025-05-05,Monday   ,19,2,May      ,2025,Auburn Peak Media,AUTO INSURANCE ENGLISH,search,206.15,37.47,0.182,11,10,5,1,784
2025-05-05,Monday   ,19,2,May      ,2025,Granite Bay Digital,MEDICARE ENGLISH,NULL,1051.34,330.82,0.315,84,79,50,5,559
2025-05-06,Tuesday  ,19,2,May      ,2025,Northwind Media,MEDICARE ENGLISH,youtube,4075.87,1076.36,0.264,237,218,134,19,783
2025-05-06,Tuesday  ,19,2,May      ,2025,Cedar Lane Ads,ACA ENGLISH,facebook,584.43,59.91,0.103,32,28,13,4,698
2025-05-06,Tuesday  ,19,2,May      ,2025,Copperfield Digital,ACA ENGLISH,facebook,104.15,NULL,NULL,6,5,3,1,801
2025-05-06,Tuesday  ,19,2,May      ,2025,Aster Performance,AUTO ENGLISH,youtube,1540.10,600.56,0.390,82,74,37,8,585
2025-05-06,Tuesday  ,19,2,May      ,2025,Kingfisher Ads,MEDICARE ENGLISH,NULL,1562.67,185.16,0.118,79,69,40,10,774
2025-05-06,Tuesday  ,19,2,May      ,2025,Bright Meridian,MEDICARE ENGLISH,facebook,2432.12,NULL,NULL,165,139,77,26,745
2025-05-06,Tuesday  ,19,2,May      ,2025,Bright Meridian,AUTO INSURANCE ENGLISH,facebook,917.00,359.35,0.392,42,39,20,3,985
2025-05-06,Tuesday  ,19,2,May      ,2025,Ironwood Digital,ACA ENGLISH,youtube,1965.76,NULL,NULL,90,73,45,17,1022
2025-05-06,Tuesday  ,19,2,May      ,2025,Ironwood Digital,MEDICARE ENGLISH,youtube,7108.81,563.76,0.079,470,396,239,74,1001
2025-05-06,Tuesday  ,19,2,May      ,2025,Halcyon Reach,MEDICARE ENGLISH,search,373.14,114.98,0.308,20,16,8,4,760
2025-05-06,Tuesday  ,19,2,May      ,2025,Halcyon Reach,MEDICARE SPANISH,search,229.38,36.24,0.158,19,16,9,3,700
2025-05-06,Tuesday  ,19,2,May      ,2025,Prairie Signal,MEDICARE ENGLISH,youtube,293.59,65.77,0.224,14,11,5,3,786
2025-05-06,Tuesday  ,19,2,May      ,2025,Silverpine Ads,AUTO INSURANCE ENGLISH,facebook,275.57,187.20,0.679,17,15,10,2,714
2025-05-06,Tuesday  ,19,2,May      ,2025,Silverpine Ads,AUTO ENGLISH,facebook,628.05,-134.63,-0.214,35,32,16,3,1079
2025-05-06,Tuesday  ,19,2,May      ,2025,Foxglove Media,AUTO ENGLISH,search,1159.32,89.17,0.077,60,55,26,5,548
2025-05-06,Tuesday  ,19,2,May      ,2025,Quarry Point,FINAL EXPENSE ENGLISH,NULL,1445.37,164.73,0.114,69,62,28,7,980
2025-05-06,Tuesday  ,19,2,May      ,2025,Tidewater Reach,MEDICARE ENGLISH,facebook,1792.99,262.64,0.146,146,134,65,12,604
2025-05-06,Tuesday  ,19,2,May      ,2025,Slate Harbor Ads,ACA ENGLISH,NULL,306.69,77.64,0.253,19,15,10,4,579
2025-05-06,Tuesday  ,19,2,May      ,2025,Bellweather Media,MEDICARE ENGLISH,NULL,656.52,159.04,0.242,40,36,19,4,800
2025-05-06,Tuesday  ,19,2,May      ,2025,Bellweather Media,MEDICARE SPANISH,NULL,46.95,9.90,0.211,3,2,1,1,507
2025-05-06,Tuesday  ,19,2,May      ,2025,Windrose Performance,AUTO ENGLISH,NULL,314.38,46.25,0.147,14,12,7,2,824
2025-05-06,Tuesday  ,19,2,May      ,2025,Auburn Peak Media,AUTO INSURANCE ENGLISH,search,67.80,17.28,0.255,3,2,1,1,743
2025-05-06,Tuesday  ,19,2,May      ,2025,Auburn Peak Media,FINAL EXPENSE ENGLISH,search,272.42,18.18,0.067,14,12,5,2,522
2025-05-06,Tuesday  ,19,2,May      ,2025,Granite Bay Digital,MEDICARE ENGLISH,NULL,873.05,215.68,0.247,61,55,25,6,547
2025-05-07,Wednesday,19,2,May      ,2025,Vertex Reach,MEDICARE ENGLISH,facebook,6173.92,733.52,0.119,293,270,186,23,880
2025-05-07,Wednesday,19,2,May      ,2025,Copperfield Digital,MEDICARE ENGLISH,facebook,249.22,20.52,0.082,11,10,4,1,820
2025-05-07,Wednesday,19,2,May      ,2025,Aster Performance,AUTO ENGLISH,youtube,335.47,175.25,0.522,16,14,9,2,773
2025-05-07,Wednesday,19,2,May      ,2025,Kingfisher Ads,MEDICARE ENGLISH,NULL,2164.68,127.04,0.059,150,134,89,16,856
2025-05-07,Wednesday,19,2,May      ,2025,Sable Creek Media,MEDICARE ENGLISH,facebook,1402.38,254.94,0.182,83,68,30,15,719
2025-05-07,Wednesday,19,2,May      ,2025,Ironwood Digital,ACA ENGLISH,youtube,2813.54,744.05,0.264,214,186,86,28,915
2025-05-07,Wednesday,19,2,May      ,2025,Juniper Path,AUTO INSURANCE ENGLISH,search,1679.07,707.32,0.421,103,87,57,16,620
2025-05-07,Wednesday,19,2,May      ,2025,Halcyon Reach,MEDICARE ENGLISH,search,491.64,105.89,0.215,35,28,17,7,546
2025-05-07,Wednesday,19,2,May      ,2025,Prairie Signal,MEDICARE ENGLISH,youtube,425.37,64.89,0.153,26,23,14,3,965
2025-05-07,Wednesday,19,2,May      ,2025,Onyx Row Media,MEDICARE SPANISH,NULL,45.16,16.29,0.361,2,1,0,1,1063
2025-05-07,Wednesday,19,2,May      ,2025,Onyx Row Media,AUTO ENGLISH,NULL,230.38,-31.14,-0.135,13,11,6,2,960
2025-05-07,Wednesday,19,2,May      ,2025,Tidewater Reach,MEDICARE ENGLISH,facebook,469.13,86.22,0.184,33,29,17,4,1075
2025-05-07,Wednesday,19,2,May      ,2025,Marigold Digital,MEDICARE ENGLISH,facebook,8936.15,2689.50,0.301,519,478,335,41,996
2025-05-07,Wednesday,19,2,May      ,2025,Cobalt Grove,MEDICARE ENGLISH,facebook,1176.15,108.27,0.092,63,55,30,8,851
2025-05-07,Wednesday,19,2,May      ,2025,Thornfield Digital,MEDICARE ENGLISH,facebook,432.76,107.27,0.248,22,19,10,3,640
2025-05-07,Wednesday,19,2,May      ,2025,Auburn Peak Media,AUTO INSURANCE ENGLISH,search,36.92,0.00,0.000,2,1,0,1,1092
2025-05-07,Wednesday,19,2,May      ,2025,Auburn Peak Media,FINAL EXPENSE ENGLISH,search,265.74,68.66,0.258,13,11,6,2,720
2025-05-07,Wednesday,19,2,May      ,2025,Granite Bay Digital,MEDICARE ENGLISH,NULL,1571.54,NULL,NULL,97,91,61,6,750
2025-05-08,Thursday ,19,2,May      ,2025,Northwind Media,MEDICARE ENGLISH,youtube,2691.05,127.73,0.047,139,126,83,13,707
2025-05-08,Thursday ,19,2,May      ,2025,Lantern Media Group,MEDICARE ENGLISH,facebook,5729.47,531.80,0.093,348,305,209,43,1096
2025-05-08,Thursday ,19,2,May      ,2025,Copperfield Digital,MEDICARE ENGLISH,facebook,556.74,126.89,0.228,36,29,17,7,866
2025-05-08,Thursday ,19,2,May      ,2025,Kingfisher Ads,MEDICARE ENGLISH,NULL,2265.76,372.49,0.164,184,156,97,28,1026
2025-05-08,Thursday ,19,2,May      ,2025,Bright Meridian,MEDICARE ENGLISH,facebook,3410.09,NULL,NULL,182,171,90,11,874
2025-05-08,Thursday ,19,2,May      ,2025,Bright Meridian,AUTO INSURANCE ENGLISH,facebook,1195.72,284.45,0.238,56,46,20,10,998
2025-05-08,Thursday ,19,2,May      ,2025,Sable Creek Media,MEDICARE ENGLISH,facebook,1411.13,172.31,0.122,82,72,47,10,870
2025-05-08,Thursday ,19,2,May      ,2025,Sable Creek Media,FINAL EXPENSE ENGLISH,facebook,575.83,30.34,0.053,27,23,13,4,686
2025-05-08,Thursday ,19,2,May      ,2025,Ironwood Digital,ACA ENGLISH,youtube,2204.64,620.15,0.281,138,126,72,12,1052
2025-05-08,Thursday ,19,2,May      ,2025,Juniper Path,AUTO INSURANCE ENGLISH,search,249.30,NULL,NULL,18,15,7,3,827
2025-05-08,Thursday ,19,2,May      ,2025,Halcyon Reach,MEDICARE ENGLISH,search,716.60,69.72,0.097,33,29,20,4,779
2025-05-08,Thursday ,19,2,May      ,2025,Silverpine Ads,AUTO INSURANCE ENGLISH,facebook,1443.28,124.72,0.086,84,72,45,12,516
2025-05-08,Thursday ,19,2,May      ,2025,Ember Lane Digital,MEDICARE ENGLISH,facebook,1404.06,253.88,0.181,86,80,54,6,1048
2025-05-08,Thursday ,19,2,May      ,2025,Foxglove Media,AUTO ENGLISH,search,514.29,3.02,0.006,31,29,18,2,1000
2025-05-08,Thursday ,19,2,May      ,2025,Tidewater Reach,MEDICARE ENGLISH,facebook,995.04,67.60,0.068,54,47,28,7,583
2025-05-08,Thursday ,19,2,May      ,2025,Marigold Digital,MEDICARE ENGLISH,facebook,4233.08,604.11,0.143,257,223,128,34,613
2025-05-08,Thursday ,19,2,May      ,2025,Slate Harbor Ads,ACA ENGLISH,NULL,1114.54,250.47,0.225,78,71,50,7,912
2025-05-08,Thursday ,19,2,May      ,2025,Slate Harbor Ads,MEDICARE ENGLISH,NULL,1808.80,248.05,0.137,109,93,45,16,651
2025-05-08,Thursday ,19,2,May      ,2025,Bellweather Media,MEDICARE ENGLISH,NULL,431.26,90.78,0.210,20,17,11,3,916
2025-05-08,Thursday ,19,2,May      ,2025,Windrose Performance,AUTO ENGLISH,NULL,243.40,45.35,0.186,11,9,6,2,577
2025-05-08,Thursday ,19,2,May      ,2025,Windrose Performance,MEDICARE ENGLISH,NULL,1179.14,271.09,0.230,56,49,31,7,693
2025-05-08,Thursday ,19,2,May      ,2025,Thornfield Digital,MEDICARE ENGLISH,facebook,837.09,165.14,0.197,65,60,32,5,953
2025-05-08,Thursday ,19,2,May      ,2025,Auburn Peak Media,AUTO INSURANCE ENGLISH,search,163.60,-1.10,-0.007,13,11,6,2,1023
2025-05-08,Thursday ,19,2,May      ,2025,Auburn Peak Media,FINAL EXPENSE ENGLISH,search,51.77,15.49,0.299,2,1,0,1,670
2025-05-08,Thursday ,19,2,May      ,2025,Granite Bay Digital,MEDICARE ENGLISH,NULL,399.08,46.48,0.116,19,15,6,4,623
2025-05-09,Friday   ,19,2,May      ,2025,Northwind Media,MEDICARE ENGLISH,youtube,812.72,NULL,NULL,50,42,26,8,1060
2025-05-09,Friday   ,19,2,May      ,2025,Cedar Lane Ads,ACA ENGLISH,facebook,179.57,NULL,NULL,9,7,4,2,862
2025-05-09,Friday   ,19,2,May      ,2025,Vertex Reach,MEDICARE ENGLISH,facebook,1190.28,48.99,0.041,59,50,24,9,677
2025-05-09,Friday   ,19,2,May      ,2025,Vertex Reach,FINAL EXPENSE ENGLISH,facebook,552.25,142.97,0.259,33,28,19,5,829
2025-05-09,Friday   ,19,2,May      ,2025,Lantern Media Group,MEDICARE ENGLISH,facebook,1630.43,227.35,0.139,87,81,57,6,798
2025-05-09,Friday   ,19,2,May      ,2025,Copperfield Digital,MEDICARE ENGLISH,facebook,549.20,56.57,0.103,45,40,24,5,695
2025-05-09,Friday   ,19,2,May      ,2025,Copperfield Digital,ACA ENGLISH,facebook,128.15,22.26,0.174,6,5,3,1,636
2025-05-09,Friday   ,19,2,May      ,2025,Kingfisher Ads,MEDICARE ENGLISH,NULL,4956.78,307.70,0.062,254,229,117,25,971
2025-05-09,Friday   ,19,2,May      ,2025,Bright Meridian,MEDICARE ENGLISH,facebook,4117.40,214.04,0.052,245,216,144,29,738
2025-05-09,Friday   ,19,2,May      ,2025,Ironwood Digital,ACA ENGLISH,youtube,1650.24,NULL,NULL,98,84,39,14,1070
2025-05-09,Friday   ,19,2,May      ,2025,Ironwood Digital,MEDICARE ENGLISH,youtube,8154.24,999.40,0.123,455,395,239,60,1099
2025-05-09,Friday   ,19,2,May      ,2025,Juniper Path,AUTO INSURANCE ENGLISH,search,593.52,-2.82,-0.005,35,32,15,3,924
2025-05-09,Friday   ,19,2,May      ,2025,Juniper Path,MEDICARE SPANISH,search,85.64,20.35,0.238,3,2,1,1,665
2025-05-09,Friday   ,19,2,May      ,2025,Onyx Row Media,MEDICARE SPANISH,NULL,38.59,9.31,0.241,2,1,0,1,998
2025-05-09,Friday   ,19,2,May      ,2025,Onyx Row Media,AUTO ENGLISH,NULL,175.92,76.82,0.437,11,9,5,2,925
2025-05-09,Friday   ,19,2,May      ,2025,Onyx Row Media,MEDICARE ENGLISH,NULL,1111.97,194.64,0.175,78,71,41,7,1014
2025-05-09,Friday   ,19,2,May      ,2025,Silverpine Ads,AUTO INSURANCE ENGLISH,facebook,223.88,108.16,0.483,16,14,8,2,1076
2025-05-09,Friday   ,19,2,May      ,2025,Foxglove Media,AUTO ENGLISH,search,791.38,24.73,0.031,47,44,29,3,900
2025-05-09,Friday   ,19,2,May      ,2025,Quarry Point,FINAL EXPENSE ENGLISH,NULL,1203.61,236.08,0.196,67,62,35,5,1048
2025-05-09,Friday   ,19,2,May      ,2025,Marigold Digital,MEDICARE ENGLISH,facebook,2718.47,886.30,0.326,176,165,93,11,951
2025-05-09,Friday   ,19,2,May      ,2025,Slate Harbor Ads,ACA ENGLISH,NULL,343.25,67.98,0.198,26,22,12,4,875
2025-05-09,Friday   ,19,2,May      ,2025,Bellweather Media,MEDICARE ENGLISH,NULL,390.25,97.16,0.249,31,29,13,2,1087
2025-05-09,Friday   ,19,2,May      ,2025,Cobalt Grove,MEDICARE ENGLISH,facebook,1835.97,178.39,0.097,88,78,53,10,722
2025-05-09,Friday   ,19,2,May      ,2025,Windrose Performance,AUTO ENGLISH,NULL,333.44,164.39,0.493,15,12,5,3,817
2025-05-09,Friday   ,19,2,May      ,2025,Auburn Peak Media,AUTO INSURANCE ENGLISH,search,35.13,2.71,0.077,1,0,0,1,1063
2025-05-09,Friday   ,19,2,May      ,2025,Granite Bay Digital,MEDICARE ENGLISH,NULL,637.28,125.99,0.198,38,32,14,6,576
2025-05-09,Friday   ,19,2,May      ,2025,Granite Bay Digital,ACA ENGLISH,NULL,104.28,12.86,0.123,8,6,3,2,926
2025-05-12,Monday   ,20,2,May      ,2025,Blue Harbor Digital,MEDICARE ENGLISH,search,962.11,224.56,0.233,52,49,29,3,773
2025-05-12,Monday   ,20,2,May      ,2025,Cedar Lane Ads,ACA ENGLISH,facebook,328.48,59.69,0.182,15,14,8,1,712
2025-05-12,Monday   ,20,2,May      ,2025,Lantern Media Group,MEDICARE ENGLISH,facebook,10172.17,NULL,NULL,606,540,342,66,598
2025-05-12,Monday   ,20,2,May      ,2025,Copperfield Digital,MEDICARE ENGLISH,facebook,1192.59,59.01,0.049,78,72,36,6,796
2025-05-12,Monday   ,20,2,May      ,2025,Aster Performance,AUTO ENGLISH,youtube,439.08,129.44,0.295,21,18,8,3,1018
2025-05-12,Monday   ,20,2,May      ,2025,Kingfisher Ads,MEDICARE ENGLISH,NULL,2549.35,545.54,0.214,148,140,83,8,999
2025-05-12,Monday   ,20,2,May      ,2025,Bright Meridian,MEDICARE ENGLISH,facebook,2416.98,NULL,NULL,124,111,73,13,791
2025-05-12,Monday   ,20,2,May      ,2025,Ironwood Digital,ACA ENGLISH,youtube,3125.49,NULL,NULL,216,203,124,13,571
2025-05-12,Monday   ,20,2,May      ,2025,Juniper Path,AUTO INSURANCE ENGLISH,search,382.72,NULL,NULL,28,26,15,2,551
2025-05-12,Monday   ,20,2,May      ,2025,Halcyon Reach,MEDICARE ENGLISH,search,458.26,56.39,0.123,29,25,15,4,874
2025-05-12,Monday   ,20,2,May      ,2025,Foxglove Media,AUTO ENGLISH,search,874.27,15.19,0.017,40,35,20,5,989
2025-05-12,Monday   ,20,2,May      ,2025,Quarry Point,FINAL EXPENSE ENGLISH,NULL,1685.03,154.48,0.092,126,117,64,9,908
2025-05-12,Monday   ,20,2,May      ,2025,Marigold Digital,MEDICARE ENGLISH,facebook,7332.37,NULL,NULL,342,313,162,29,574
2025-05-12,Monday   ,20,2,May      ,2025,Slate Harbor Ads,ACA ENGLISH,NULL,424.24,88.15,0.208,20,17,11,3,581
2025-05-12,Monday   ,20,2,May      ,2025,Cobalt Grove,MEDICARE ENGLISH,facebook,927.07,NULL,NULL,47,42,24,5,546
2025-05-12,Monday   ,20,2,May      ,2025,Windrose Performance,AUTO ENGLISH,NULL,394.29,120.09,0.305,21,18,11,3,528
2025-05-12,Monday   ,20,2,May      ,2025,Auburn Peak Media,AUTO INSURANCE ENGLISH,search,119.00,18.05,0.152,9,7,3,2,976
2025-05-13,Tuesday  ,20,2,May      ,2025,Northwind Media,MEDICARE ENGLISH,youtube,2897.34,485.97,0.168,137,122,77,15,819
